Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1990,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ZM,,17,,ivory carvings,,P,
1990,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CD,XX,4,,ivory carvings,,,I
1990,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KE,XX,1,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AG,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AO,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,ZA,,,1,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,BW,,,1,ivory carvings,sets,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,,2,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,6,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,BW,,,8,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,ZW,,3,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,1,,ivory carvings,pairs,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,4,,ivory carvings,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,18,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,1,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,43,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZW,,,9,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BG,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BR,ZW,,,2,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZA,,,43,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZW,,,6,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,BW,,,1,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,,4,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,,1,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,,4,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,CM,,4,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZA,,,2,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZW,,,3,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CY,ZW,,,5,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,XX,,1,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,,,6,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,,,1,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,,1,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,,21,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,ZW,,,23,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,EG,ZW,,,3,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZW,,,27,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ET,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FI,ZW,,,6,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CD,,46,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,66,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZA,,,6,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZA,,,2,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZW,,28,35,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,BW,,12,,ivory carvings,kg,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,KE,XX,13,,ivory carvings,kg,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,MW,,1,,ivory carvings,kg,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,BW,,1,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,XX,9,,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,4.2,,ivory carvings,kg,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,10,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,,,1,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,,,62,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,ZA,,,3,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,ZW,,,5,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ID,ZW,,,3,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IE,ZW,,,3,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,ZW,,,3,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IS,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,BW,,,1,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CD,,7,,ivory carvings,kg,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,,,6,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZM,XX,2,,ivory carvings,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZW,,,26,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JM,ZW,,,3,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,ZW,,,34,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KE,ZW,,,13,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,BW,,,8,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LS,ZW,,,2,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MR,ZW,,,2,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MU,ZW,,,4,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,ZW,,,5,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MY,BW,,,3,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MZ,ZW,,,5,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NA,ZW,,,10,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NE,ZW,,,6,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NG,ZW,,,2,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZA,,,1,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZA,,,1,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZW,,,4,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,BW,,,1,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,ZW,,12,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,ZW,,,21,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,KE,,1,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,,20,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PK,ZW,,,17,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,ZW,,,4,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,,50,ivory carvings,g,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,,50,ivory carvings,g,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,,2,ivory carvings,kg,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SA,ZW,,,2,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SD,ZW,,,2,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SE,BW,,,17,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SE,ZW,,,13,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SU,MZ,,,1,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SZ,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TN,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TT,ZW,,,2,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,ZA,,,2,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TZ,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,XX,6,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,7,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,XX,4,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,,24,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,,10,ivory carvings,,S,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,1,,ivory carvings,,,U
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,TD,,3,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,10,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,4,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,23,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,1,,ivory carvings,,,U
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,XX,3,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,,44,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,ET,1,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,XX,46,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,146,,ivory carvings,,,I
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,32,,ivory carvings,,,U
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,68,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UY,ZW,,,2,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,XX,ZW,,,9,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,YU,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,BW,,,1,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,4,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,101,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZM,ZW,,,5,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZW,ZW,,,4,ivory carvings,,,
1990,I,Proboscidea spp.,Mammalia,Proboscidea,,,LU,CD,,6,,ivory carvings,,,I
1990,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,2,,ivory carvings,,,
1990,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,,6.5,,ivory carvings,kg,P,
1990,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,7,,ivory carvings,,,I
1990,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,DK,ZW,,,1,ivory carvings,,,
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CM,,4,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,KE,,5,,ivory carvings,,P,W
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,XX,1,,ivory carvings,,P,U
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,,2,,ivory carvings,,P,O
1991,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,,,108,ivory carvings,,,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,ZW,,,3,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,,9,ivory carvings,,P,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,,4,ivory carvings,,P,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,5,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,KE,,3,,ivory carvings,,P,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,46,,ivory carvings,,P,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,24,ivory carvings,,P,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,8,,ivory carvings,,P,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,16,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,CD,,,12,ivory carvings,kg,P,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,CD,,13.3,,ivory carvings,kg,P,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZW,,,1,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZM,,31,,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZW,,24,,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZW,,,67,ivory carvings,,,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZW,,,1,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,,7,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZW,,,2,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CU,CD,,,3,ivory carvings,kg,P,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,,2,ivory carvings,,,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZW,,,13,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,ZA,,,20,ivory carvings,,P,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,ZW,,,8,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,EG,MW,,,24,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZW,,,19,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FI,ZW,,,4,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CD,,1,,ivory carvings,,,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CF,,4,,ivory carvings,,,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CF,,13,,ivory carvings,,,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,,165,ivory carvings,kg,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,1,,ivory carvings,,,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,98,,ivory carvings,,,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,MW,,,16,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZA,,,2,ivory carvings,,P,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZW,,5,,ivory carvings,,,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZW,,,20,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,CM,,,13,ivory carvings,kg,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,KE,,,19,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,MW,,,71,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,CD,,17,ivory carvings,,P,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,XX,1,,ivory carvings,,T,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,XX,1,,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,ZW,,2,ivory carvings,,P,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,18,ivory carvings,,P,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,,,47,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GH,ZW,,,1,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,ZW,,,11,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GU,ZW,,,1,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ID,ZW,,,3,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IE,MW,,4,,ivory carvings,g,P,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IE,ZW,,,1,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,ZW,,,19,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CD,,3.2,,ivory carvings,kg,P,O
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,9,,ivory pieces,,H,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,MW,,,21,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZW,,,17,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JM,ZW,,,2,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,ZW,,,10,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KE,MW,,,2,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KE,ZW,,,7,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LK,MW,,,4,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MT,ZW,,,5,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MU,MW,,,98,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,ZW,,,15,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MZ,ZW,,,3,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NA,ZW,,,96,ivory carvings,,,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NG,ZW,,,6,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZA,,3,,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZW,,,2,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,ZW,,,3,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,2,,ivory carvings,,,I
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,,4,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,ZW,,,14,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SE,ZW,,,2,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,ZW,,,1,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SU,ZW,,,1,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TD,MW,,,6,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TN,CM,,,1,ivory carvings,kg,H,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,MW,,,5,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TZ,ZW,,,2,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UG,ZW,,,6,ivory carvings,,,
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,XX,6,,ivory carvings,,,I
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,67,,ivory carvings,,,I
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MW,,,10,ivory carvings,,P,W
1991,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,MW,,12,,ivory carvings,,,I
